,city,URL,title,date,time,venue,details,user,tags
74,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @CatsMan15,[]
75,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @patryanuc: theo and cam had a blast at the arlington holiday festival! 

check out these fantastic holiday events across the hudson val…",Twitter User @cwjazzie,[]
76,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @HolleGrant,[]
77,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @aziggy_21,[]
78,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @The_FelixRex,[]
79,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @cireksu21,[]
80,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @ms_gossen,[]
81,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @jacob_belleau,[]
82,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @TAC_514,[]
83,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @NoSales3480,[]
84,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @burner4heisman,[]
85,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @Drew95998774,[]
86,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @mkpest,[]
87,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @scottwildcat,[]
88,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @Pete_goEMAW_com,[]
89,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @NovahShieldson,"['roh', 'rohfin']"
90,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @PunishedCaleb,[]
91,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @AllSportsKSU,[]
92,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @jgruoner,[]
93,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @KSUFan33,[]
94,Arlington,N/A,N/A,N/A,N/A,N/A,"please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https://t.co/hrcmnfgjlk",Twitter User @kstateman14,[]
95,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @patryanuc: theo and cam had a blast at the arlington holiday festival! 

check out these fantastic holiday events across the hudson val…",Twitter User @LiLSilverJ,[]
96,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @AgostoAllElite,"['roh', 'rohfin']"
97,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @patryanuc: theo and cam had a blast at the arlington holiday festival! 

check out these fantastic holiday events across the hudson val…",Twitter User @trinicouz,[]
98,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @kelseyeap,"['roh', 'rohfin']"
99,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @GOATGOD_1000,"['roh', 'rohfin']"
100,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @visionembracer,"['roh', 'rohfin']"
101,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @ArmandisAmazing,"['roh', 'rohfin']"
102,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @DMDSZN,"['roh', 'rohfin']"
103,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @GarciaWrestling,"['roh', 'rohfin']"
104,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @patryanuc: theo and cam had a blast at the arlington holiday festival! 

check out these fantastic holiday events across the hudson val…",Twitter User @11Charlie1,[]
105,Arlington,N/A,N/A,N/A,N/A,N/A,"your guide to christmas concerts, santa breakfasts and visits, parades, tree-lightings, chanukah events and more across virginia in 2022. https://t.co/kwm8k6o2ha",Twitter User @ArlCoVAPatch,[]
106,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @mjflover,"['roh', 'rohfin']"
107,Arlington,N/A,N/A,N/A,N/A,N/A,"theo and cam had a blast at the arlington holiday festival! 

check out these fantastic holiday events across the hudson valley: https://t.co/zhlljgohpg https://t.co/upnkc3j8ya",Twitter User @PatRyanUC,[]
108,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @KwesiW1,"['roh', 'rohfin']"
109,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @hrdcrepnk,"['roh', 'rohfin']"
110,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @MorganDavii,"['roh', 'rohfin']"
111,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @DgTown214,"['roh', 'rohfin']"
112,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @VicHolland_SCS,"['roh', 'rohfin']"
113,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @WWEREALONE,"['roh', 'rohfin']"
114,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @lsousa201418,"['roh', 'rohfin']"
115,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @rmorfnyc,"['roh', 'rohfin']"
116,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @Wrestle65801593,"['roh', 'rohfin']"
117,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @RIZWANWRESTLING,"['roh', 'rohfin']"
118,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @LisaMichalek1,"['roh', 'rohfin']"
119,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @JakeTho39095856,"['roh', 'rohfin']"
120,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @tre_warner15,"['roh', 'rohfin']"
121,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @1ADouble85,"['roh', 'rohfin']"
122,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @nickkemp12,"['roh', 'rohfin']"
123,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @Kenny16Org,"['roh', 'rohfin']"
124,Arlington,N/A,N/A,N/A,N/A,N/A,rt @garyleland: join me monday morning in #arlington #texas for  bitcoin coffee https://t.co/vhrjjkmpva,Twitter User @brunchofbitcoin,"['arlington', 'texas']"
125,Arlington,N/A,N/A,N/A,N/A,N/A,join me monday morning in #arlington #texas for  bitcoin coffee https://t.co/vhrjjkmpva,Twitter User @GaryLeland,"['arlington', 'texas']"
126,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @ptc1pez,"['roh', 'rohfin']"
127,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @RG33___,"['roh', 'rohfin']"
128,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @CourtneySawicki,"['roh', 'rohfin']"
129,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @superpidge,"['roh', 'rohfin']"
130,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @QuestInTheSkies,"['roh', 'rohfin']"
131,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @ThatCoachJuice,"['roh', 'rohfin']"
132,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @october7439,"['roh', 'rohfin']"
133,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @badphenix89,"['roh', 'rohfin']"
134,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @YungWeezy2019,"['roh', 'rohfin']"
135,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @albawrestling,"['roh', 'rohfin']"
136,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @Aquiles0352,"['roh', 'rohfin']"
137,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @yleniadipinto08,"['roh', 'rohfin']"
138,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @Beachbum_King,"['roh', 'rohfin']"
139,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @Klemenz3Ricky,"['roh', 'rohfin']"
140,Arlington,N/A,N/A,N/A,N/A,N/A,"former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfinalbattle live on ppv in arlington, tx on this saturday at 4pm et/3pm ct!

️ tickets on sale now! https://t.co/rfcifupd6k | https://t.co/xawx7irgd7 https://t.co/qu4tr6q4yc",Twitter User @AEW,"['roh', 'rohfinalbattle']"
141,Arlington,N/A,N/A,N/A,N/A,N/A,rt @ringofhonor: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on current champion @garciawrestling on…,Twitter User @Shubham42017457,['roh']
142,Arlington,N/A,N/A,N/A,N/A,N/A,"arlington, tx (4:55 am)grid brownout event&gt;&gt; the ting network detected an electric utility grid brownout event. the event started at 4:55 am local time and impacted at least 5 homes. the minimum voltage was 78.6 volts.",Twitter User @grid_events,[]
143,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @LarrySkiles1987,"['finalbattle', 'roh']"
144,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @Rainbowarior17,"['finalbattle', 'roh']"
145,Arlington,N/A,N/A,N/A,N/A,N/A,rt @ringofhonor: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on current champion @garciawrestling on…,Twitter User @alex_lavorico,['roh']
146,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @WWEREALONE,"['finalbattle', 'roh']"
147,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @RobloxianTaco,"['finalbattle', 'roh']"
148,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @edogawa316,"['finalbattle', 'roh']"
149,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @ChampionMyzter,"['finalbattle', 'roh']"
150,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @VCorralChaney,"['finalbattle', 'roh']"
151,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @JaxIrvin,"['finalbattle', 'roh']"
152,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @BroGod4Life,"['finalbattle', 'roh']"
153,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @mikeyvira,"['finalbattle', 'roh']"
154,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @RIPLyons,"['finalbattle', 'roh']"
155,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @GOATGOD_1000,"['finalbattle', 'roh']"
156,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @Alokiem1,"['finalbattle', 'roh']"
157,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @LisaMichalek1,"['finalbattle', 'roh']"
158,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @AEW_Nathan_AEW,"['finalbattle', 'roh']"
159,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @TJTWrestling,"['finalbattle', 'roh']"
160,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @Kenny16Org,"['finalbattle', 'roh']"
161,Arlington,N/A,N/A,N/A,N/A,N/A,"order of events of a funeral service at arlington national cemetery https://t.co/cozfhybv3d via @youtube

next friday, my mom and pop will be buried in arlington next to one of my brothers.  this is how arlington will conduct the services.  i didn’t expect all of this.",Twitter User @RamBear22,[]
162,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @Winter_Phoenix8,"['finalbattle', 'roh']"
163,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @Andy3150Max,"['finalbattle', 'roh']"
164,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @kelseyeap,"['finalbattle', 'roh']"
165,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @WhatsDev,"['finalbattle', 'roh']"
166,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @RashadM08870821,"['finalbattle', 'roh']"
167,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @RealFrostZone,"['finalbattle', 'roh']"
168,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @JosLuis01509900,"['finalbattle', 'roh']"
169,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @Scott47470131,"['finalbattle', 'roh']"
170,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @AgostoAllElite,"['finalbattle', 'roh']"
171,Arlington,N/A,N/A,N/A,N/A,N/A,just posted a photo @ arlington hall special events https://t.co/azahayfvbr,Twitter User @JoshuaTheMost,[]
172,Arlington,N/A,N/A,N/A,N/A,N/A,"@trekkie71 hello. every week, we publish a list and have a video of various public activities across arlington in our weekend buzz segment. here's a link to this weekend's events: https://t.co/wqtukbywhm. also, you can go to this website for @arlingtonparks events: https://t.co/wqvb70hjwa.",Twitter User @CityOfArlington,[]
173,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @MRMaste73512397,"['finalbattle', 'roh']"
174,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @VicHolland_SCS,"['finalbattle', 'roh']"
175,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @DAZN_Wrestling,"['finalbattle', 'roh']"
176,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @SMuehlhausenJr,"['finalbattle', 'roh']"
177,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @luchalibreonlin,"['finalbattle', 'roh']"
178,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @1ADouble85,"['finalbattle', 'roh']"
179,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @NaasKaleem,"['finalbattle', 'roh']"
180,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @AEWonITV,"['finalbattle', 'roh']"
181,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @AEWUPF,"['finalbattle', 'roh']"
182,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @AEWUTD,"['finalbattle', 'roh']"
183,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @Reygoeshiking,"['finalbattle', 'roh']"
184,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @jlpalmx12,"['finalbattle', 'roh']"
185,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @tylerfulton3512,"['finalbattle', 'roh']"
186,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @ptc1pez,"['finalbattle', 'roh']"
187,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @superpidge,"['finalbattle', 'roh']"
188,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @NicholasGavidi1,"['finalbattle', 'roh']"
189,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @RG33___,"['finalbattle', 'roh']"
190,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @AnadilAlbalushi,"['finalbattle', 'roh']"
191,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @Coachmatt72,"['finalbattle', 'roh']"
192,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @NathWrestleGuy,"['finalbattle', 'roh']"
